match_id,date,team_a,team_b,team_a_kills,team_b_kills,odds_home,odds_away,closing_odds_home,closing_odds_away,target,tA_winrate,tA_kills,tB_winrate,tB_kills,form_diff,kills_diff,days_since_patch,rank_diff,games_a_7d,games_b_7d,p_model,ev_home,ev_away,bet_side,bet_ev,bet_odds,closing_odds,raw_kelly,stake_fraction,return_factor,strategy_return,bankroll,clv_pct,p_market_home,edge_home_pct
M_8521,2027-11-21 04:00:00+00:00,Team_6,Team_12,42,80,8.37129908219806,1.2136799394153908,6.804007932966258,1.255612543212447,0,0.33048728977069153,56.5,0.4607648368752204,67.1,-0.13027754710452888,-10.599999999999994,546.2051356340162,0.0,0,0,0.432972928848865,2.6245458818891096,-0.3118106186384041,home,2.6245458818891096,8.37129908219806,6.804007932966258,0.3560493004859181,0.03560493004859181,-1.0,-0.03560493004859181,9881.990749442486,23.03482248511326,0.11945577265618719,31.351715619267782
M_8522,2027-11-21 08:00:00+00:00,Team_13,Team_3,93,72,2.021079689376701,2.2291018054170935,1.9829289239070427,2.2774285266122716,1,0.5892972841618924,74.4,0.328647574462616,74.6,0.2606497096992764,-0.19999999999998863,546.3718023006828,0.0,0,0,0.49457258764578893,-0.0004293881866177518,0.12664915738606175,away,0.12664915738606175,2.2291018054170935,2.2774285266122716,0.10304203999040062,0.010304203999040064,-1.0,-0.010304203999040064,9780.164700843605,-2.1219862942116197,0.4947850424979527,-0.021245485216375704
M_8523,2027-11-21 12:00:00+00:00,Team_1,Team_11,69,59,2.318630617435331,1.9527162460814134,2.311433537893684,1.9578503180369906,0,0.2574843446711764,69.3,0.7331896833724802,65.2,-0.4757053387013038,4.099999999999994,546.5384689673496,0.0,0,0,0.4812767770719868,0.11590307077970685,0.012919264631242156,home,0.11590307077970685,2.318630617435331,2.311433537893684,0.08789654149327458,0.00878965414932746,-1.0,-0.00878965414932746,9694.200435599729,0.3113686560161977,0.4312890515980996,4.998772547388719
M_8524,2027-11-21 16:00:00+00:00,Team_6,Team_19,57,73,6.870312850892546,1.2533802927371458,6.168023304160912,1.2799676730301395,0,0.27039869163056574,55.7,0.6815344819635379,74.5,-0.4111357903329722,-18.799999999999997,546.7051356340162,0.0,0,0,0.21966393337399417,0.5091599443369561,-0.021942152378943924,home,0.5091599443369561,6.870312850892546,6.168023304160912,0.08673472049441817,0.008673472049441818,-1.0,-0.008673472049441818,9610.118059079869,11.385974275711197,0.1455537792387557,7.411015413523847
M_8525,2027-11-21 20:00:00+00:00,Team_2,Team_19,67,90,2.0803047083554453,2.161239650075759,2.0706488395633027,2.1717610351044416,0,0.6141222263735326,75.6,0.7394373034247128,73.0,-0.12531507705118017,2.5999999999999943,546.8718023006828,0.0,0,0,0.5260976497571952,0.09444341784462718,0.024216549608839344,home,0.09444341784462718,2.0803047083554453,2.0706488395633027,0.08742294383628021,0.008742294383628021,-1.0,-0.008742294383628021,9526.103577945973,0.466320923550656,0.480698811084524,4.539883867267119
M_8526,2027-11-22 00:00:00+00:00,Team_2,Team_6,64,49,1.2438402152032306,7.171829224948904,1.2686983200389397,6.443847842140538,1,0.502463639760163,74.7,0.22123529315228102,57.0,0.28122834660788193,17.700000000000003,547.0384689673496,0.0,0,0,0.6886954383025734,-0.14337291781224382,1.232623153441513,away,1.232623153441513,7.171829224948904,6.443847842140538,0.19971763775620638,0.01997176377562064,-1.0,-0.01997176377562064,9335.850487585141,11.297308698812225,0.8039617852656503,-11.526634696307692
M_8527,2027-11-22 04:00:00+00:00,Team_20,Team_4,58,64,2.9754118579272233,1.6466101305313585,2.7512465024360413,1.7243620538943238,0,0.5857811240070487,70.9,0.3605418989601373,73.2,0.22523922504691146,-2.299999999999997,547.2051356340162,0.0,0,0,0.4822588519612744,0.43491870671594524,-0.14748218064649865,home,0.43491870671594524,2.9754118579272233,2.7512465024360413,0.2201660909195414,0.02201660909195414,-1.0,-0.02201660909195414,9130.30671685905,8.147774301310285,0.3360879258902447,14.617092607102967
M_8528,2027-11-22 08:00:00+00:00,Team_20,Team_6,63,63,1.333713811172729,5.165017555328785,1.3707889200151602,4.675315500775227,0,0.4792754650966762,70.7,0.18101069439732081,56.2,0.29826477069935536,14.5,547.3718023006828,0.0,0,0,0.6815740061490116,-0.09097533466273666,0.6446758483133708,away,0.6446758483133708,5.165017555328785,4.675315500775227,0.1547834648352353,0.01547834648352353,4.165017555328785,0.06446758483133708,9718.91553966429,10.474203387394066,0.7497860422699711,-6.82120361209595
M_8529,2027-11-22 12:00:00+00:00,Team_14,Team_11,74,74,2.1796079735091998,2.0635655573962093,2.122427649975286,2.1175778972112944,1,0.6028729132340679,71.0,0.7817006500320295,63.8,-0.1788277367979616,7.200000000000003,547.5384689673496,0.0,0,0,0.5389909914470228,0.17478906260755966,-0.04867768830070174,home,0.17478906260755966,2.1796079735091998,2.122427649975286,0.14817555199087207,0.014817555199087208,1.1796079735091998,0.017478906260755968,9888.791553338284,2.6941000101736945,0.4587981013805826,8.019289006644021
M_8530,2027-11-22 16:00:00+00:00,Team_2,Team_14,64,74,1.7850682835948004,2.609647151064625,1.8464698345324482,2.4886625508885207,1,0.5929247961674061,74.4,0.6750778381006011,70.9,-0.08215304193319495,3.5,547.7051356340162,0.0,0,0,0.5287005223907307,-0.056233465960303985,0.22992533904127566,away,0.22992533904127566,2.609647151064625,2.4886625508885207,0.14284207497848359,0.01428420749784836,-1.0,-0.01428420749784836,9747.53800288743,4.861430495384345,0.5602026595790405,-3.1502137188309742
M_8531,2027-11-22 20:00:00+00:00,Team_17,Team_13,75,87,2.131313235406609,2.108806234129597,2.1404063900383465,2.099979039702015,1,0.712658677492391,77.1,0.6639705052233665,74.9,0.04868817226902444,2.1999999999999886,547.8718023006828,0.0,0,0,0.5010786765374567,0.0679556152843086,0.05212839725800045,home,0.0679556152843086,2.131313235406609,2.1404063900383465,0.06006790441188859,0.0060067904411888595,1.1313132354066089,0.00679556152843086,9813.777997136769,-0.42483309123249047,0.46919428988072764,3.1884386656729102
M_8532,2027-11-23 00:00:00+00:00,Team_6,Team_2,50,81,9.709928172793997,1.189897032386232,6.96127516763987,1.2503995268957044,0,0.3299178408705353,57.1,0.6669384695915141,73.9,-0.3370206287209789,-16.800000000000004,548.0384689673496,0.0,0,0,0.2950988487554982,1.8653886252900866,-0.1612402120085289,home,1.8653886252900866,9.709928172793997,6.96127516763987,0.21416808362630865,0.021416808362630865,-1.0,-0.021416808362630865,9603.598194458687,39.48490670116727,0.10298737356285237,19.211147519264582
M_8533,2027-11-23 04:00:00+00:00,Team_5,Team_13,73,81,3.042694015790244,1.6267036824903949,2.7676042633711786,1.7179978886804674,1,0.44805762650205655,72.2,0.5432485951827544,76.4,-0.09519096868069782,-4.200000000000003,548.2051356340162,0.0,0,0,0.4825865342790929,0.4683631599519493,-0.15832160994168276,home,0.4683631599519493,3.042694015790244,2.7676042633711786,0.22928698881548185,0.022928698881548186,2.042694015790244,0.04683631599519494,10053.395354185239,9.939634652968143,0.3286561168525129,15.393041742658003
M_8534,2027-11-23 08:00:00+00:00,Team_15,Team_13,59,73,4.0848415755395235,1.4314574703964753,3.8412721508268723,1.4639877937389025,0,0.48501253495841345,65.6,0.4444761233313444,77.7,0.04053641162706906,-12.100000000000009,548.3718023006828,0.0,0,0,0.3645059808852859,0.48894918525303077,-0.09031733894596217,home,0.48894918525303077,4.0848415755395235,3.8412721508268723,0.15850058204934428,0.015850058204934427,-1.0,-0.015850058204934427,9894.048452664187,6.3408531119103495,0.24480753574094746,11.969844514433845
M_8535,2027-11-23 12:00:00+00:00,Team_15,Team_9,57,83,4.300649925026525,1.4067205733401777,3.6221042671421784,1.498545774428332,0,0.3968284376932473,66.3,0.6590954616343256,72.8,-0.2622670239410783,-6.5,548.5384689673496,0.0,0,0,0.4716910588573646,1.028578116910607,-0.25681694341508976,home,1.028578116910607,4.300649925026525,3.6221042671421784,0.3116289640751105,0.031162896407511048,-1.0,-0.031162896407511048,9585.721245682917,18.7334656276948,0.23252299476429308,23.916806409307153
M_8536,2027-11-23 16:00:00+00:00,Team_16,Team_17,49,91,8.598799837838747,1.2090422911032106,6.41189341078962,1.2699443904721235,0,0.4181379968925664,58.1,0.7649025543119563,77.2,-0.3467645574193899,-19.1,548.7051356340162,0.0,0,0,0.2671836542288215,1.2974587626559542,-0.1139940463509318,home,1.2974587626559542,8.598799837838747,6.41189341078962,0.17074522165923742,0.01707452216592374,-1.0,-0.01707452216592374,9422.049635797137,34.10703027859303,0.11629529921135408,15.088835501746745
M_8537,2027-11-23 20:00:00+00:00,Team_6,Team_5,54,82,6.04455932996092,1.28541611517117,5.208157349279377,1.3308672563241106,1,0.26993277889407424,56.3,0.5484107853198645,73.0,-0.2784780064257903,-16.700000000000003,548.8718023006828,0.0,0,0,0.2546005324385696,0.5389480237645738,-0.041851512156527604,home,0.5389480237645738,6.04455932996092,5.208157349279377,0.10683748341775356,0.010683748341775358,5.04455932996092,0.05389480237645739,9929.849138899595,16.059460661212,0.16543803202382748,8.916250041474214
M_8538,2027-11-24 00:00:00+00:00,Team_16,Team_3,72,61,6.909080482960118,1.252098570582733,5.644023579153256,1.3051121772387453,0,0.3421129065484634,56.5,0.2688934700148676,74.1,0.0732194365335958,-17.599999999999994,549.0384689673496,0.0,0,0,0.31741301661429544,1.1930320781273243,-0.1453338138043796,home,1.1930320781273243,6.909080482960118,5.644023579153256,0.20189809253193353,0.020189809253193355,-1.0,-0.020189809253193355,9729.367378872226,22.414096717800234,0.14473706052003626,17.267595609425918
M_8539,2027-11-24 04:00:00+00:00,Team_16,Team_1,50,70,4.176895889726347,1.4204868560748265,3.83430806218505,1.46500188689033,0,0.27991055990328817,57.5,0.21066900927641705,69.9,0.06924155062687112,-12.400000000000006,549.2051356340162,0.0,0,0,0.2712955979713687,0.13317346806746144,0.035115025045536985,home,0.13317346806746144,4.176895889726347,3.83430806218505,0.04191936805298735,0.004191936805298735,-1.0,-0.004191936805298735,9688.58248566446,8.93480184651796,0.2394122397112263,3.188335826014241
M_8540,2027-11-24 08:00:00+00:00,Team_18,Team_14,56,73,2.130086247477602,2.110008821857622,2.1090520916354145,2.131062160743962,0,0.35225853772487814,71.7,0.5523364129914008,71.0,-0.20007787526652265,0.7000000000000028,549.3718023006828,0.0,0,0,0.4687052223546735,-0.0016174517413785061,0.12103666783852263,away,0.12103666783852263,2.110008821857622,2.131062160743962,0.10904117647998988,0.01090411764799899,1.110008821857622,0.012103666783852263,9805.84985967881,-0.9879270194066203,0.469464558622533,-0.07593362678595117
M_8541,2027-11-24 12:00:00+00:00,Team_1,Team_8,59,78,4.046557095247923,1.4362191594420957,3.5203905905410613,1.5166754580836332,1,0.35418373486252314,69.6,0.7885268794860528,84.7,-0.4343431446235297,-15.100000000000009,549.5384689673496,0.0,0,0,0.32790110142218365,0.3268705284995461,-0.03471868482261031,home,0.3268705284995461,4.046557095247923,3.5203905905410613,0.10729177831900964,0.010729177831900964,3.0465570952479233,0.032687052849954615,10126.374192280851,14.94625358108328,0.24712366005519867,8.077744136698497
M_8542,2027-11-24 16:00:00+00:00,Team_13,Team_18,81,68,1.5887824507903385,3.184881410721223,1.6948671591795117,2.8298190617579215,1,0.5454804645438273,78.8,0.28821153086580936,68.7,0.2572689336780179,10.099999999999994,549.7051356340162,0.0,0,0,0.5959748358607567,-0.05312563967177719,0.28677223473066693,away,0.28677223473066693,3.184881410721223,2.8298190617579215,0.13125299767917575,0.013125299767917577,-1.0,-0.013125299767917577,9993.462495445061,12.547174968237451,0.6294127931124559,-3.343795725169918
M_8543,2027-11-24 20:00:00+00:00,Team_20,Team_17,48,68,3.560248466996949,1.509395336036165,3.094863085877946,1.612174742270299,0,0.392134471442735,70.0,0.8076475444370551,79.3,-0.4155130729943201,-9.299999999999997,549.8718023006828,0.0,0,0,0.43438735273228146,0.5465269066479681,-0.14626690821103716,home,0.5465269066479681,3.560248466996949,3.094863085877946,0.2134663544156003,0.02134663544156003,-1.0,-0.02134663544156003,9780.135694755892,15.037349575901636,0.28087927268837354,15.350808004390792
M_8544,2027-11-25 00:00:00+00:00,Team_14,Team_15,61,74,1.5056703684301418,3.581145850368832,1.58395454122063,3.2044608484209474,0,0.6337297924475098,71.2,0.3246778126581114,65.0,0.3090519797893984,6.200000000000003,550.0384689673496,0.0,0,0,0.5609093921241819,-0.15545534890445623,0.5724475083304139,away,0.5724475083304139,3.581145850368832,3.2044608484209474,0.22178038031001393,0.022178038031001393,2.581145850368832,0.05724475083304139,10339.997125715528,11.755019635627706,0.6641559938797432,-10.324660175556133
M_8545,2027-11-25 04:00:00+00:00,Team_18,Team_10,66,87,3.6701966430838078,1.490465652071534,3.204566245558808,1.5839287908810784,1,0.23580943434475307,69.3,0.7111454591365446,85.4,-0.4753360247917915,-16.10000000000001,550.2051356340162,0.0,0,0,0.2473854101989368,-0.09204689793995136,0.12174619534639186,away,0.12174619534639186,1.490465652071534,1.5839287908810784,0.24822573167393844,0.024822573167393846,-1.0,-0.024822573167393846,10083.331790511811,-5.90071595059235,0.2724649650269884,-2.5079554828051602
M_8546,2027-11-25 08:00:00+00:00,Team_8,Team_2,49,78,1.7726675684747883,2.6366116625801657,1.8311070775636775,2.5171257775898366,0,0.6451583559431341,85.2,0.7274951114839663,76.1,-0.0823367555408322,9.100000000000009,550.3718023006828,0.0,0,0,0.527838681326862,-0.06431748822537298,0.24490603943282596,away,0.24490603943282596,2.6366116625801657,2.5171257775898366,0.14964212038347846,0.014964212038347847,1.6366116625801657,0.024490603943282598,10330.278675821946,4.746917538015816,0.5641215633342944,-3.628288200743246
M_8547,2027-11-25 12:00:00+00:00,Team_9,Team_1,78,67,1.7403603031918105,2.7114778930058026,1.783594852615339,2.612802643549626,0,0.7210781049735392,74.1,0.4716048739784281,66.9,0.2494732309951111,7.199999999999989,550.5384689673496,0.0,0,0,0.5706465182636796,-0.006869452459271508,0.16418247401310326,away,0.16418247401310326,2.7114778930058026,2.612802643549626,0.09593023356250073,0.009593023356250074,1.7114778930058026,0.01641824740131033,10499.883746846073,3.776605542702649,0.5745936621089357,-0.39471438452560736
M_8548,2027-11-25 16:00:00+00:00,Team_10,Team_19,91,101,1.6756611293707353,2.8850299497524348,1.7208264315800297,2.7602951853991122,1,0.5818462847480819,86.1,0.7868123391656741,74.0,-0.2049660544175922,12.099999999999994,550.7051356340162,0.0,0,0,0.6131413250636308,0.027417085219992865,0.11609886351296672,away,0.11609886351296672,2.8850299497524348,2.7602951853991122,0.06158993045612578,0.006158993045612578,-1.0,-0.006158993045612578,10435.215035869507,4.518892218959802,0.5967793741062265,1.6361950957404336
M_8549,2027-11-25 20:00:00+00:00,Team_8,Team_10,66,84,2.2584646748845314,1.9975328481068964,2.2517301703494645,2.002830875608792,1,0.527856836680746,82.8,0.6578742329757035,87.9,-0.13001739629495745,-5.1000000000000085,550.8718023006828,0.0,0,0,0.34830805630725414,-0.2133585588523742,0.30177606437288973,away,0.30177606437288973,1.9975328481068964,2.002830875608792,0.302522433166583,0.030252243316658302,-1.0,-0.030252243316658302,10119.52637154273,-0.26452695364431733,0.442778676647279,-9.447062034002485
M_8550,2027-11-26 00:00:00+00:00,Team_13,Team_4,64,51,1.9720995626209068,2.291883059752106,1.954001585981311,2.3168210365831374,1,0.6281203800813132,80.3,0.4768070082401124,73.1,0.1513133718412008,7.200000000000003,551.0384689673496,0.0,0,0,0.5637225203147803,0.11171693575233355,-0.00010303495810148888,home,0.11171693575233355,1.9720995626209068,1.954001585981311,0.1149233474101461,0.01149233474101461,0.9720995626209068,0.011171693575233356,10232.578619292099,0.9262007139317019,0.5070737902659472,5.664873004883308
M_8551,2027-11-26 04:00:00+00:00,Team_12,Team_13,71,89,2.1453917575906223,2.0952022595916833,2.2389400123742007,2.013059518047272,1,0.5588075938069986,68.4,0.6957348564301654,79.6,-0.1369272626231668,-11.199999999999989,551.2051356340162,0.0,0,0,0.35425862932414987,-0.23997645659261735,0.352958778951872,away,0.352958778951872,2.0952022595916833,2.013059518047272,0.3222772559686493,0.03222772559686493,-1.0,-0.03222772559686493,9902.805883401206,4.080492444857886,0.46611533602750854,-11.185670670335867
M_8552,2027-11-26 08:00:00+00:00,Team_6,Team_17,82,92,9.716272216190015,1.1898018329297115,7.230951377273815,1.2420788937242253,0,0.40267227364060626,55.8,0.8426207181757724,79.1,-0.4399484445351662,-23.299999999999997,551.3718023006828,0.0,0,0,0.27038068391858217,1.6270923269525746,-0.13189760038540654,home,1.6270923269525746,9.716272216190015,7.230951377273815,0.18667295910404638,0.018667295910404638,-1.0,-0.018667295910404638,9717.94727563246,34.37059259902264,0.10292013004058506,16.74605538779971
